0,1675353277345,0,0,0,0,0,0,488,0,8192,0
1,1675353277425,0,0,0,0,0,0,0,0,8192,0
2,1675353277525,0,0,0,0,0,0,0,0,8192,0
3,1675353277624,0,0,0,0,0,0,0,0,8192,0
4,1675353277724,0,0,0,0,0,0,0,0,8192,0
5,1675353277825,0,0,0,0,0,0,0,0,8192,0
6,1675353277925,0,0,0,0,0,0,0,0,8192,0
7,1675353278025,0,0,0,0,0,0,0,0,8192,0
8,1675353278124,0,0,0,0,0,0,0,0,8192,0
9,1675353278224,0,0,0,0,0,0,0,0,8192,0
10,1675353278325,0,0,0,0,0,0,0,0,8192,0
11,1675353278427,0,0,0,0,0,0,0,0,8192,0
12,1675353278525,0,0,0,0,0,0,0,0,8192,0
13,1675353278625,0,0,0,0,0,0,0,0,8192,0
14,1675353278725,0,0,0,0,0,0,0,0,8192,0
15,1675353278825,0,0,0,0,0,0,0,0,8192,0
16,1675353278925,0,0,0,0,0,0,0,0,8192,0
17,1675353279025,0,0,0,0,0,0,0,0,8192,0
18,1675353279125,0,0,0,0,0,0,0,0,8192,0
19,1675353279228,0,0,0,0,0,0,0,0,8192,0
0,1675353279328,0,0,0,0,0,0,0,0,8192,0
1,1675353279425,0,0,0,0,0,0,0,0,8192,0
2,1675353279528,0,0,0,0,0,0,0,0,8192,0
3,1675353279625,0,0,0,0,0,0,0,0,8192,0
4,1675353279725,0,0,0,0,0,0,0,0,8192,0
5,1675353279825,0,0,0,0,0,0,0,0,8192,0
6,1675353279924,0,0,0,0,0,0,0,0,8192,0
7,1675353280025,0,0,0,0,0,0,0,0,8192,0
8,1675353280125,0,0,0,0,0,0,0,0,8192,0
9,1675353280225,0,0,0,0,0,0,0,0,8192,0
10,1675353280325,0,0,0,0,0,0,0,0,8192,0
11,1675353280424,0,0,0,0,0,0,0,0,8192,0
12,1675353280525,0,0,0,0,0,0,0,0,8192,0
13,1675353280626,0,0,0,0,0,0,0,0,8192,0
14,1675353280725,0,0,0,0,0,0,0,0,8192,0
15,1675353280825,0,0,0,0,0,0,0,0,8192,0
16,1675353280925,0,0,0,0,0,0,0,0,8192,0
17,1675353281025,0,0,0,0,0,0,0,0,8192,0
18,1675353281125,0,0,0,0,0,0,0,0,8192,463
19,1675353281227,0,0,0,0,0,0,0,0,8192,463
0,1675353281326,0,0,0,0,0,0,0,0,8192,463
1,1675353281424,0,0,0,0,0,0,0,0,8192,463
2,1675353281524,0,0,0,0,0,0,0,0,8192,463
3,1675353281624,0,0,0,0,0,0,0,0,8192,463
4,1675353281726,0,0,0,0,0,0,0,0,8192,463
5,1675353281825,0,0,0,0,0,0,0,0,8192,463
6,1675353281925,0,0,0,0,0,0,0,0,8192,463
7,1675353282024,0,0,0,0,0,0,0,0,8192,463
8,1675353282125,0,0,0,0,0,0,0,0,8192,463
9,1675353282225,0,0,0,0,0,0,0,0,8192,463
10,1675353282333,0,0,0,0,0,0,0,0,8192,463
11,1675353282425,0,0,0,0,0,0,0,0,8192,463
12,1675353282524,0,0,0,0,0,0,0,0,8192,463
13,1675353282625,0,0,0,0,0,0,0,0,8192,463
14,1675353282725,0,0,0,0,0,0,0,0,8192,463
15,1675353282826,0,0,0,0,0,0,0,0,8192,463
16,1675353282925,0,0,0,0,0,0,0,0,8192,463
17,1675353283025,0,0,0,0,0,0,0,0,8192,463
18,1675353283125,0,0,0,0,0,0,0,0,8192,0
19,1675353283227,0,0,0,0,0,0,0,0,8192,0
0,1675353283325,0,0,0,0,0,0,0,0,8192,0
1,1675353283424,0,0,0,0,0,0,0,0,8192,0
2,1675353283524,0,0,0,0,0,0,0,0,8192,0
3,1675353283624,0,0,0,0,0,0,0,0,8192,0
4,1675353283725,0,0,0,0,0,0,0,0,8192,0
5,1675353283824,0,0,0,0,0,0,0,0,8192,0
6,1675353283926,0,0,0,0,0,0,0,0,8192,0
7,1675353284024,0,0,0,0,0,0,0,0,8192,0
8,1675353284125,0,0,0,0,0,0,0,0,8192,0
9,1675353284225,0,0,0,0,0,0,0,0,8192,0
10,1675353284324,0,0,0,0,0,0,0,0,8192,0
11,1675353284425,0,0,0,0,0,0,0,0,8192,0
12,1675353284524,0,0,0,0,0,0,0,0,8192,0
13,1675353284647,0,0,0,0,0,0,0,0,8192,0
14,1675353284724,0,0,0,0,0,0,0,0,8192,0
15,1675353284824,0,0,0,0,0,0,0,0,8192,0
16,1675353284925,0,0,0,0,0,0,0,0,8192,0
17,1675353285025,0,0,0,0,0,0,0,0,8192,0
18,1675353285125,0,0,0,0,0,0,0,0,8192,0
19,1675353285228,0,0,0,0,0,0,0,0,8192,0
0,1675353285326,0,0,0,0,0,0,0,0,8192,0
1,1675353285425,0,0,0,0,0,0,0,0,8192,0
2,1675353285525,0,0,0,0,0,0,0,0,8192,0
3,1675353285625,0,0,0,0,0,0,0,0,8192,0
4,1675353285725,0,0,0,0,0,0,0,0,8192,0
5,1675353285824,0,0,0,0,0,0,0,0,8192,0
6,1675353285925,0,0,0,0,0,0,0,0,8192,0
7,1675353286024,0,0,0,0,0,0,0,0,8192,0
8,1675353286126,0,0,0,0,0,0,0,0,8192,0
9,1675353286225,0,0,0,0,0,0,0,0,8192,0
10,1675353286325,0,0,0,0,0,0,0,0,8192,0
11,1675353286424,0,0,0,0,0,0,0,0,8192,0
12,1675353286525,0,0,0,0,0,0,0,0,8192,0
13,1675353286624,0,0,0,0,0,0,0,0,8192,0
14,1675353286725,0,0,0,0,0,0,0,0,8192,0
15,1675353286825,0,0,0,0,0,0,0,0,8192,0
16,1675353286925,0,0,0,0,0,0,0,0,8192,0
17,1675353287024,0,0,0,0,0,0,0,0,8192,0
18,1675353287125,0,0,0,0,0,0,0,0,8192,0
19,1675353287228,0,0,0,0,0,0,0,0,8192,0
0,1675353287340,0,0,0,0,0,0,0,0,8192,0
1,1675353287424,0,0,0,0,0,0,0,0,8192,0
2,1675353287525,0,0,0,0,0,0,0,0,8192,0
3,1675353287624,0,0,0,0,0,0,0,0,8192,0
4,1675353287725,0,0,0,0,0,0,0,0,8192,0
5,1675353287824,0,0,0,0,0,0,0,0,8192,0
6,1675353287925,0,0,0,0,0,0,0,0,8192,0
7,1675353288025,0,0,0,0,0,0,0,0,8192,0
8,1675353288124,0,0,0,0,0,0,0,0,8192,0
9,1675353288225,0,0,0,0,0,0,0,0,8192,0
10,1675353288326,0,0,0,0,0,0,0,0,8192,0
11,1675353288424,0,0,0,0,0,0,0,0,8192,0
12,1675353288525,0,0,0,0,0,0,0,0,8192,0
13,1675353288625,0,0,0,0,0,0,0,0,8192,0
